title,type,description,release_year,duration,genre_id,title_platform
The Sign of Zorro,Movie,Don Diego dons the mask of Zorro to free his town from a dictator. See details for advisory.,1960,90 min,"Action-Adventure,",Disney Plus
The Simple Things,Movie,Mickey and Pluto go fishing at the beach. See details for advisory.,1953,8 min,"Animation,",Disney Plus
The Sound of Music,Movie,A governess wins the hearts of many and leads the Von Trapp family to their 1938 flight to freedom.,1965,175 min,"Biographical,",Disney Plus
The Story of Robin Hood And His Merrie Men,Movie,Prince John conspires to gain power when King Richard leaves England.,1952,84 min,"Action-Adventure,",Disney Plus
The Strongest Man in the World,Movie,A college science wiz gains super strength in a lab accident. See details for advisory.,1975,92 min,"Comedy,",Disney Plus
The Suite Life Movie,Movie,Zack and Cody become truly connected after joining a twin research study.,2011,81 min,"Comedy,",Disney Plus
The Suite Life of Zack & Cody,TV Show,Twin brothers Zack and Cody get to live with their single mom in Boston's swankiest hotel.,2004,3 Seasons,"Action-Adventure,",Disney Plus
The Suite Life On Deck,TV Show,"Zack and Cody Martin are aboard the SS Tipton, a luxury passenger cruise liner.",2008,3 Seasons,"Action-Adventure,",Disney Plus
The Swap,Movie,Classmates Ellie and Jack unexplainably trigger a real-life body swap.,2016,91 min,"Comedy,",Disney Plus
The Thirteenth Year,Movie,Cody learns he can communicate with fish as he nears his 13th birthday.,1999,89 min,Coming,Disney Plus
The Three Caballeros,Movie,Magical gifts from his friends send Donald on a musical journey. See details for advisory.,1945,72 min,"Animation,",Disney Plus
The Three Musketeers,Movie,Three loyal swordsmen and an eager recruit unite to protect the King.,1993,106 min,"Action-Adventure,",Disney Plus
The Tigger Movie,Movie,Tigger goes looking through the Hundred Acre Wood to find his family.,2000,81 min,"Action-Adventure,",Disney Plus
The Tortoise and the Hare,Movie,"Hare stops to show off, and the slower Tortoise wins the race. See details for advisory.",1935,9 min,"Animation,",Disney Plus
The Ugly Dachshund,Movie,The Garrisons live with a Great Dane who thinks he's a dainty dachshund. See details for advisory.,1966,93 min,Animals,Disney Plus
The Ugly Duckling,Movie,A baby duckling is shunned by his family because he is different. See details for advisory.,1939,9 min,"Animation,",Disney Plus
The Ultimate Christmas Present,Movie,Allie and Sam lose control of Santa's weather machine.,2000,81 min,"Comedy,",Disney Plus
The Vanishing Prairie,Movie,The story of the American prairie amidst the march of civilization.,1954,71 min,Animals,Disney Plus
The Wild,Movie,"A band of animals escape from the zoo, into the wilds of New York City.",2006,86 min,"Action-Adventure,",Disney Plus
The Wise Little Hen,Movie,Donald Duck learns that you must work for a harvest. See details for advisory.,1934,8 min,"Animation,",Disney Plus
The Wizards Return: Alex vs. Alex,Movie,Alex creates a good and evil version of herself.,2013,59 min,"Comedy,",Disney Plus
The World According to Jeff Goldblum,TV Show,Jeff Goldblum explores the fascinating science and history of deceptively familiar objects.,2019,2 Seasons,Docuseries,Disney Plus
The Young Black Stallion,Movie,A girl risks her treasured black stallion to save her family home.,2003,51 min,"Action-Adventure,",Disney Plus
Three Blind Mouseketeers,Movie,Captain Katt sets traps for the Three Mouseketeers. See details for advisory.,1936,9 min,"Animation,",Disney Plus
Three Days,Movie,An angel lets a man relive the days before his wife's death.,2001,93 min,"Drama,",Disney Plus
Three Little Pigs,Movie,A Disney telling of the Three Little Pigs. See details for advisory.,1933,9 min,"Animation,",Disney Plus
Three Little Wolves,Movie,Two frivolous pigs blow the wolf horn one too many times. See details for advisory.,1936,9 min,"Animation,",Disney Plus
Three Men and a Baby,Movie,"Handsome men trade wine, women and song for crib, pacifier and diaper.",1987,103 min,"Buddy,",Disney Plus
Three Men and a Little Lady,Movie,"Just as three doting fathers are getting the hang of parenthood, their daughter is taken from them.",1990,104 min,"Buddy,",Disney Plus
Thru the Mirror,Movie,Mickey dreams he goes through his mirror to the other side. See details for advisory.,1936,10 min,"Animation,",Disney Plus
Tiger Cruise,Movie,"Maddie Dolan is tired of being labeled a “Navy brat.""",2004,88 min,"Drama,",Disney Plus
Tim Burton’s The Nightmare Before Christmas,Movie,Pumpkin King Jack Skellington tries to take over Christmas.,1993,78 min,"Animation,",Disney Plus
Timon & Pumbaa,TV Show,"Timon, a meerkat, and Pumbaa, a warthog, join together for misadventures in the jungle.",1995,3 Seasons,"Animation,",Disney Plus
Tin Toy,Movie,"A scared, Tin Toy realizes he really wants to play.",1988,5 min,"Animation,",Disney Plus
Tinker Bell,Movie,The story of Disney's most famous fairy is finally revealed.,2008,81 min,"Action-Adventure,",Disney Plus
Tinker Bell and the Great Fairy Rescue,Movie,Tink risks her own safety when she befriends a curious human girl.,2010,80 min,"Action-Adventure,",Disney Plus
Tinker Bell and the Lost Treasure,Movie,Tink has to set things right when her temper puts Pixie Hollow in danger.,2009,84 min,"Action-Adventure,",Disney Plus
Titanic: 20 Years Later With James Cameron,Movie,James Cameron revisits his blockbuster film in light of new Titanic research.,2017,47 min,"Documentary,",Disney Plus
Toby Tortoise Returns,Movie,Max Hare and Toby Tortoise are opponents in a boxing match. See details for advisory.,1936,8 min,"Animation,",Disney Plus
Tom and Huck,Movie,America's legendary teenage heroes Tom and Huck team-up to save a man from being wrongly accused.,1995,92 min,"Action-Adventure,",Disney Plus
Toy Story,Movie,"Meet Woody, Buzz and the gang in an adventure full of humor and heart.",1995,83 min,"Action-Adventure,",Disney Plus
Toy Story 2,Movie,"Join Woody, Buzz, Jessie and the gang to boldly rescue one of their own.",1999,93 min,"Action-Adventure,",Disney Plus
Toy Story 3,Movie,"Woody, Buzz and the gang return for more adventures with new friends.",2010,103 min,"Animation,",Disney Plus
Toy Story Toons: Hawaiian Vacation,Movie,Ken and Barbie get the vacation of their dreams.,2011,6 min,"Animation,",Disney Plus
Toy Story Toons: Partysaurus Rex,Movie,Rex throws an over-the-top bath time bash!,2012,9 min,"Animation,",Disney Plus
Toy Story Toons: Small Fry,Movie,Buzz is replaced by a miniature version of himself.,2011,10 min,"Animation,",Disney Plus
Trail of the Panda,Movie,A mute orphan boy rescues a lost panda cub in the mountains of China.,2009,89 min,"Action-Adventure,",Disney Plus
Trailer Horn,Movie,Donald heads out for a nice relaxing camping trip. See details for advisory.,1950,7 min,"Animation,",Disney Plus
Treasure Island,Movie,The classic tale of a young boy's search for buried treasure.,1950,96 min,"Action-Adventure,",Disney Plus
Treasure of Matecumbe,Movie,"Using a secret map, friends face a dangerous search for pirate gold. See details for advisory.",1976,116 min,"Action-Adventure,",Disney Plus
Treasure Planet,Movie,Jim Hawkins follow an intergalactic map in search of Captain Flint's trove.,2002,98 min,"Action-Adventure,",Disney Plus
Tree Climbing Lions,Movie,"Lions in Uganda exhibit a rare, mysterious behavior – they spend much of their lives up in trees.",2018,45 min,Animals,Disney Plus
Tron,Movie,"After practicing his hacking chops, a brilliant video game maker becomes part of his own creation.",1982,96 min,"Action-Adventure,",Disney Plus
Tru Confessions,Movie,A chance to star in a TV show reveals the value of family for Trudy Walker.,2002,83 min,Coming,Disney Plus
Tuck Everlasting,Movie,A woman falls in love with a man who is immortal.,2002,91 min,Coming,Disney Plus
Tugboat Mickey,Movie,Mickey captains a tugboat with Donald and Goofy as the crew. See details for advisory.,1940,8 min,"Animation,",Disney Plus
Twas the Night,Movie,Danny and his con-artist uncle take over when Santa Claus is knocked out.,2001,87 min,"Comedy,",Disney Plus
Twitches,Movie,Reunited twin girls discover they have magical powers.,2005,87 min,"Comedy,",Disney Plus
Twitches Too,Movie,"When a new evil threat arrives, it's up to the twitches to save Coventry.",2007,84 min,"Comedy,",Disney Plus
Unidentified Flying Oddball,Movie,An astronaut and his robot accidentally travel in time to medieval England.,1979,93 min,"Action-Adventure,",Disney Plus
Up,Movie,An unlikely pair set to the sky for the adventure of their lives.,2009,96 min,"Action-Adventure,",Disney Plus
"Up, Up and Away",Movie,The teenage son in a superhero family anxiously awaits his super powers.,2000,78 min,"Comedy,",Disney Plus
Valiant,Movie,"When the world needs a hero, a little pigeon steps up.",2005,76 min,"Action-Adventure,",Disney Plus
Waking Sleeping Beauty,Movie,A revealing look at the events that ushered in the second chapter of Disney's animation legacy.,2010,87 min,Documentary,Disney Plus
WALL-E,Movie,Join robots WALL-E and EVE on a fantastic journey across the universe.,2008,99 min,"Action-Adventure,",Disney Plus
Wendy Wu: Homecoming Warrior,Movie,Wendy's world is flipped upside down when a mysterious young monk arrives.,2006,91 min,"Action-Adventure,",Disney Plus
Whispers: An Elephant's Tale,Movie,An adorable baby elephant bravely embarks on a journey through the harsh wilds to find his mother.,2000,73 min,"Action-Adventure,",Disney Plus
White Fang,Movie,A tale of a young man's journey through the treacherous Yukon Valley with the wolf-dog he rescues.,1991,109 min,"Action-Adventure,",Disney Plus
Who Framed Roger Rabbit,Movie,A juicy mystery filled with loony fun pairs a Toon-hating detective with a cartoon rabbit.,1988,104 min,"Action-Adventure,",Disney Plus
Wild Yellowstone,TV Show,Wild Yellowstone captures the beauty and essence of the land and animals.,2015,1 Season,Animals,Disney Plus
Winged Seduction: Birds of Paradise,Movie,"Shape shifting, dancing, dazzling transformers – birds of paradise are astonishing.",2012,45 min,"Action-Adventure,",Disney Plus
Winnie the Pooh,Movie,Reunite with the beloved bear and his silly but steadfast friends.,2011,68 min,"Animation,",Disney Plus
Winnie the Pooh: A Very Merry Pooh Year,Movie,Rabbit threatens to move away if the others won't change.,2002,67 min,"Animation,",Disney Plus
Winnie the Pooh: Springtime with Roo,Movie,Rabbit forces the others to hold off on fun until spring cleaning is done.,2004,70 min,"Animation,",Disney Plus
Winter Storage,Movie,Donald and Chip and Dale face off over acorns. See details for advisory.,1949,7 min,"Animation,",Disney Plus
Wizards of Waverly Place,TV Show,"Alex, Justin, and Max Russo are not your ordinary teenagers – they’re secretly wizards in training!",2007,4 Seasons,"Comedy,",Disney Plus
Wizards of Waverly Place: The Movie,Movie,A vacation turns into a spell-soaked adventure for the family of wizards.,2009,94 min,"Action-Adventure,",Disney Plus
Wolverine and The X-Men,TV Show,Wolverine and the X-Men must join together to prevent a catastrophic future.,2008,1 Season,"Action-Adventure,",Disney Plus
World's Greatest Dogs,Movie,"From acrobatics to crazy stunts, this special celebrates amazing dogs and their owners.",2015,44 min,Animals,Disney Plus
Wreck-It Ralph,Movie,Ralph sets out to prove that he is a true hero in his arcade.,2012,103 min,"Action-Adventure,",Disney Plus
X-Men: Evolution,TV Show,X-Men: Evolution features the team as teenagers as they fight for a world that fears and hates them.,2000,4 Seasons,"Action-Adventure,",Disney Plus
Ye Olden Days,Movie,"Minnie is locked away for not marrying a prince, but Mickey saves her. See details for advisory.",1933,9 min,"Animation,",Disney Plus
Yellowstone Cubs,Movie,Two bear cubs take a mischievous tour of Yellowstone National Park. See details for advisory.,1963,48 min,Animals,Disney Plus
You Lucky Dog,Movie,Jack Morgan discovers a psychic connection between himself and a dog.,1998,88 min,"Comedy,",Disney Plus
You Wish!,Movie,Alex uses a magical coin to wish he didn't have a younger brother.,2003,88 min,Coming,Disney Plus
Your Friend the Rat,Movie,Remy explains why humans and rats should get along.,2007,13 min,"Animation,",Disney Plus
Z-O-M-B-I-E-S,Movie,A traditional high school must accept students from Zombietown.,2018,97 min,Coming,Disney Plus
Zapped,Movie,Zoey discovers a magical app that can control the boys in her life.,2014,95 min,"Comedy,",Disney Plus
Zenon: Girl of the 21st Century,Movie,Zenon must thwart a villain's plot after she's grounded and sent to Earth.,1999,97 min,"Comedy,",Disney Plus
Zenon: The Zequel,Movie,Zenon sneaks down to Earth to try to save her space station.,2001,89 min,"Comedy,",Disney Plus
Zenon: Z3,Movie,It's up to Zenon and her friends when moon goddess Selena threatens Earth.,2004,81 min,"Comedy,",Disney Plus
Zootopia,Movie,A rookie-cop rabbit and wily fox team up to crack a case.,2016,109 min,"Animation,",Disney Plus
Bedknobs and Broomsticks,Movie,Three children and an amateur witch team up to save England from invasion.,1971,118 min,"Comedy,",Disney Plus
Blackbeard's Ghost,Movie,A track coach inherits the mischievous ghost of famed pirate Blackbeard.,1968,107 min,"Comedy,",Disney Plus
Brave Little Tailor,Movie,"Mickey Mouse, a tailor, is appointed by the king to kill the giant.",1938,9 min,"Action-Adventure,",Disney Plus
Justin Morgan had a Horse,Movie,The story of the foundation sire of the Morgan Horse Breed.,1972,88 min,Animals,Disney Plus
Lady and the Tramp II: Scamp's Adventure,Movie,"Itching for freedom, Lady's pup Scamp joins up with the Junkyard Dogs.",2001,73 min,"Action-Adventure,",Disney Plus
Smart Guy,TV Show,A genius tries to fit in as a high school sophomore.,1996,3 Seasons,"Comedy,",Disney Plus
The Cat from Outer Space,Movie,A physicist tries to help an alien cat after it crash-lands on Earth.,1978,104 min,"Comedy,",Disney Plus
The Great Mouse Detective,Movie,A super-sleuth mouse must solve a toy maker's disappearance.,1986,75 min,"Animation,",Disney Plus
The Sword in the Stone,Movie,Merlin trains a young orphan who's destined to be the King of England.,1963,80 min,"Action-Adventure,",Disney Plus
Those Calloways,Movie,A strong-willed family struggles to establish a wild geese sanctuary. See details for advisory.,1965,132 min,Animals,Disney Plus
